time,iso8601Time,brightness,humidity,rain,temperature,uptime,voltage
2023/6/18 16:07,2023-06-18T16:07:14.392+09:00,503,0,1,0,16,3.253
2023/6/18 16:10,2023-06-18T16:10:39.189+09:00,219,0,1,0,16,4.706
2023/6/18 16:14,2023-06-18T16:14:04.058+09:00,517,44,1,27.9,16,3.143
2023/6/18 16:16,2023-06-18T16:16:54.467+09:00,523,0,1,0,16,3.137
2023/6/18 16:46,2023-06-18T16:46:28.226+09:00,453,31,1,34.3,16,3.467
2023/6/19 13:47,2023-06-19T13:47:18.866+09:00,485,0,2.81,0,16,3.448
2023/6/19 13:57,2023-06-19T13:57:25.429+09:00,612,0,2.81,0,622,2.319
2023/6/19 17:18,2023-06-19T17:18:37.822+09:00,977,60,2.81,18.7,16,0.275
2023/6/19 17:23,2023-06-19T17:23:06.913+09:00,979,60,2.81,18.6,16,0.269
2023/6/19 17:33,2023-06-19T17:33:13.239+09:00,982,60,2.81,18.3,621,0.275
2023/6/19 17:43,2023-06-19T17:43:19.406+09:00,982,59,2.81,18.8,1227,0.25
2023/6/19 17:53,2023-06-19T17:53:25.506+09:00,979,60,2.81,18.7,1832,0.262
2023/6/19 18:03,2023-06-19T18:03:35.252+09:00,979,60,2.81,18.2,2441,0.256
2023/6/19 18:13,2023-06-19T18:13:45.004+09:00,980,62,2.81,17.9,3050,0.25
2023/6/19 18:23,2023-06-19T18:23:51.081+09:00,979,64,2.81,17.4,3656,0.281
2023/6/19 18:33,2023-06-19T18:33:57.319+09:00,978,67,2.81,16.7,4261,0.25
2023/6/19 18:44,2023-06-19T18:44:03.416+09:00,980,68,2.81,16.4,4867,0.262
2023/6/19 18:54,2023-06-19T18:54:09.498+09:00,977,69,2.81,16,5472,0.262
2023/6/19 19:04,2023-06-19T19:04:19.191+09:00,979,70,2.81,15.3,6081,0.262
2023/6/19 19:14,2023-06-19T19:14:28.912+09:00,976,72,2.81,14.8,6691,0.269
2023/6/19 19:24,2023-06-19T19:24:35.002+09:00,981,75,2.81,14.5,7296,0.293
2023/6/19 19:34,2023-06-19T19:34:41.154+09:00,979,75,2.81,14.1,7901,0.281
2023/6/19 19:44,2023-06-19T19:44:47.243+09:00,978,76,2.81,13.9,8507,0.262
2023/6/19 19:54,2023-06-19T19:54:53.335+09:00,980,76,2.81,14,9112,0.275
2023/6/19 20:04,2023-06-19T20:04:59.402+09:00,979,77,2.81,14,9718,0.269
2023/6/19 20:15,2023-06-19T20:15:05.484+09:00,978,77,2.81,13.9,10323,0.281
2023/6/19 20:25,2023-06-19T20:25:11.563+09:00,977,77,2.81,13.7,10929,0.262
2023/6/19 20:35,2023-06-19T20:35:17.640+09:00,977,77,2.81,13.6,11534,0.262
2023/6/19 20:45,2023-06-19T20:45:23.562+09:00,977,78,2.81,13.6,12140,0.269
2023/6/19 20:55,2023-06-19T20:55:29.643+09:00,978,79,2.81,13.3,12745,0.275
2023/6/19 21:05,2023-06-19T21:05:35.800+09:00,980,80,2.81,13.3,13350,0.275
2023/6/19 21:15,2023-06-19T21:15:41.881+09:00,976,80,2.81,13.4,13956,0.262
2023/6/19 21:25,2023-06-19T21:25:47.961+09:00,978,80,2.81,13.4,14562,0.281
2023/6/19 21:35,2023-06-19T21:35:56.125+09:00,980,80,2.81,13.3,15169,0.287
2023/6/19 21:46,2023-06-19T21:46:02.286+09:00,978,81,2.81,13.2,15774,0.262
2023/6/19 21:56,2023-06-19T21:56:08.363+09:00,980,82,2.81,13.1,16380,0.262
2023/6/19 22:06,2023-06-19T22:06:14.432+09:00,980,81,2.81,13,16986,0.281
2023/6/19 22:16,2023-06-19T22:16:20.522+09:00,979,80,2.81,12.8,17591,0.293
2023/6/19 22:26,2023-06-19T22:26:26.602+09:00,980,79,2.81,12.5,18196,0.281
2023/6/19 22:36,2023-06-19T22:36:32.672+09:00,978,78,2.81,11.8,18802,0.287
2023/6/19 22:46,2023-06-19T22:46:38.762+09:00,976,79,2.81,11.1,19407,0.269
2023/6/19 22:56,2023-06-19T22:56:44.843+09:00,975,80,2.81,10.6,20013,0.262
2023/6/19 23:06,2023-06-19T23:06:50.922+09:00,976,81,2.81,10.2,20618,0.275
2023/6/19 23:16,2023-06-19T23:16:57.002+09:00,979,81,2.81,10,21224,0.262
2023/6/19 23:27,2023-06-19T23:27:03.085+09:00,977,81,2.81,9.7,21829,0.293
2023/6/19 23:37,2023-06-19T23:37:09.171+09:00,980,83,2.81,9.5,22435,0.262
2023/6/19 23:47,2023-06-19T23:47:15.247+09:00,979,86,2.81,9.4,23040,0.281
2023/6/19 23:57,2023-06-19T23:57:21.333+09:00,977,83,2.81,9.2,23646,0.281
2023/6/20 0:07,2023-06-20T00:07:27.472+09:00,977,83,2.81,8.9,24251,0.305
2023/6/20 0:17,2023-06-20T00:17:33.552+09:00,978,83,2.81,8.6,24857,0.275
2023/6/20 0:27,2023-06-20T00:27:39.649+09:00,973,82,2.81,8.4,25462,0.287
2023/6/20 0:37,2023-06-20T00:37:45.721+09:00,975,83,2.81,8.3,26068,0.269
2023/6/20 0:47,2023-06-20T00:47:51.801+09:00,977,84,2.81,8.1,26673,0.281
2023/6/20 0:57,2023-06-20T00:57:57.882+09:00,978,84,2.81,8.1,27279,0.275
2023/6/20 1:08,2023-06-20T01:08:03.962+09:00,975,85,2.81,8.1,27884,0.281
2023/6/20 1:18,2023-06-20T01:18:12.930+09:00,977,83,2.81,8,28490,0.293
2023/6/20 1:28,2023-06-20T01:28:18.995+09:00,979,83,2.81,7.8,29098,0.275
2023/6/20 1:38,2023-06-20T01:38:25.082+09:00,977,87,2.81,7.8,29704,0.269
2023/6/20 1:48,2023-06-20T01:48:31.159+09:00,978,86,2.81,8.1,30309,0.262
2023/6/20 1:58,2023-06-20T01:58:37.233+09:00,980,85,2.81,7.9,30914,0.269
2023/6/20 2:08,2023-06-20T02:08:43.314+09:00,981,86,2.81,7.8,31520,0.262
2023/6/20 2:18,2023-06-20T02:18:49.401+09:00,980,85,2.81,7.9,32125,0.287
2023/6/20 2:28,2023-06-20T02:28:55.483+09:00,979,86,2.81,7.8,32731,0.262
2023/6/20 2:39,2023-06-20T02:39:05.326+09:00,975,87,2.81,8.1,33340,0.293
2023/6/20 2:49,2023-06-20T02:49:14.993+09:00,976,87,2.81,8.4,33949,0.293
2023/6/20 2:59,2023-06-20T02:59:24.677+09:00,982,85,2.81,8.2,34558,0.293
2023/6/20 3:09,2023-06-20T03:09:30.762+09:00,978,84,2.81,8,35164,0.262
2023/6/20 3:19,2023-06-20T03:19:36.846+09:00,977,85,2.81,7.9,35769,0.287
2023/6/20 3:29,2023-06-20T03:29:42.919+09:00,976,85,2.81,7.7,36375,0.269
2023/6/20 3:39,2023-06-20T03:39:48.992+09:00,973,85,2.81,7.6,36980,0.281
2023/6/20 3:49,2023-06-20T03:49:55.075+09:00,979,85,2.81,7.5,37586,0.293
2023/6/20 4:00,2023-06-20T04:00:04.210+09:00,975,87,2.81,7.6,38194,0.262
2023/6/20 4:10,2023-06-20T04:10:13.880+09:00,977,90,2.81,8.1,38803,0.287
2023/6/20 4:20,2023-06-20T04:20:20.125+09:00,979,90,2.81,8.5,39409,0.293
2023/6/20 4:30,2023-06-20T04:30:26.206+09:00,980,91,2.81,8.9,40015,0.25
2023/6/20 4:40,2023-06-20T04:40:32.278+09:00,978,94,2.81,9.5,40620,0.25
2023/6/20 4:50,2023-06-20T04:50:38.368+09:00,980,97,2.81,10.8,41226,0.269
2023/6/20 5:00,2023-06-20T05:00:44.438+09:00,980,98,2.81,10.9,41831,0.269
2023/6/20 5:10,2023-06-20T05:10:50.619+09:00,980,97,2.81,11.2,42437,0.269
2023/6/20 5:21,2023-06-20T05:21:00.282+09:00,979,96,2.81,11.6,43046,0.269
2023/6/20 5:31,2023-06-20T05:31:06.476+09:00,980,94,2.81,13.1,43651,0.269
2023/6/20 5:41,2023-06-20T05:41:16.135+09:00,979,83,2.81,15.2,44260,0.256
2023/6/20 5:51,2023-06-20T05:51:25.805+09:00,979,76,2.81,17.1,44869,0.281
2023/6/20 6:01,2023-06-20T06:01:31.891+09:00,981,77,2.81,16.5,45475,0.269
2023/6/20 6:11,2023-06-20T06:11:38.111+09:00,979,77,2.81,16.3,46080,0.238
2023/6/20 6:21,2023-06-20T06:21:44.227+09:00,981,77,2.81,16.7,46686,0.262
2023/6/20 6:31,2023-06-20T06:31:53.970+09:00,982,76,2.81,17.5,47295,0.244
2023/6/20 6:42,2023-06-20T06:42:00.080+09:00,982,72,2.81,18.7,47900,0.256
2023/6/20 6:52,2023-06-20T06:52:06.688+09:00,984,67,2.81,19.8,48506,0.25
2023/6/20 7:02,2023-06-20T07:02:12.922+09:00,979,66,2.81,20.5,49112,0.238
2023/6/20 7:12,2023-06-20T07:12:19.154+09:00,979,63,2.81,21.3,49717,0.269
2023/6/20 7:22,2023-06-20T07:22:25.323+09:00,982,59,2.81,22.8,50323,0.269
2023/6/20 7:32,2023-06-20T07:32:31.474+09:00,984,56,2.81,23.9,50928,0.269
2023/6/20 7:42,2023-06-20T07:42:37.729+09:00,984,53,2.81,25.4,51534,0.256
2023/6/20 7:52,2023-06-20T07:52:43.962+09:00,981,52,2.81,25.8,52140,0.269
2023/6/20 8:02,2023-06-20T08:02:50.208+09:00,984,51,2.81,26.1,52745,0.256
2023/6/20 8:12,2023-06-20T08:12:56.352+09:00,983,46,2.81,28,53351,0.25
2023/6/20 8:23,2023-06-20T08:23:02.517+09:00,979,44,2.81,28.2,53956,0.256
2023/6/20 8:33,2023-06-20T08:33:08.759+09:00,983,45,2.81,28,54561,0.25
2023/6/20 8:43,2023-06-20T08:43:14.937+09:00,982,43,2.81,29.4,55167,0.244
2023/6/20 8:53,2023-06-20T08:53:21.158+09:00,983,41,2.81,29.7,55772,0.25
2023/6/20 9:03,2023-06-20T09:03:27.410+09:00,983,41,2.81,30.1,56378,0.256
2023/6/20 9:13,2023-06-20T09:13:33.568+09:00,982,37,2.81,31,56983,0.238
2023/6/20 9:23,2023-06-20T09:23:39.805+09:00,979,39,2.81,31,57589,0.25
2023/6/20 9:33,2023-06-20T09:33:45.966+09:00,982,38,2.81,30.3,58194,0.238
2023/6/20 9:43,2023-06-20T09:43:52.202+09:00,982,39,2.81,29.5,58800,0.256
2023/6/20 9:53,2023-06-20T09:53:58.442+09:00,984,38,2.81,30.6,59405,0.25
2023/6/20 10:04,2023-06-20T10:04:04.923+09:00,981,38,2.81,30.6,60011,0.256
2023/6/20 10:14,2023-06-20T10:14:11.162+09:00,985,37,2.81,30.9,60617,0.25
2023/6/20 10:24,2023-06-20T10:24:17.406+09:00,982,36,2.81,31,61222,0.244
2023/6/20 10:34,2023-06-20T10:34:23.571+09:00,983,37,2.81,30.4,61828,0.238
2023/6/20 10:44,2023-06-20T10:44:29.730+09:00,982,36,2.81,30.3,62433,0.25
2023/6/20 10:54,2023-06-20T10:54:35.886+09:00,982,35,2.81,29.8,63039,0.256
2023/6/20 11:04,2023-06-20T11:04:45.736+09:00,984,35,2.81,29.7,63648,0.256
2023/6/20 11:14,2023-06-20T11:14:51.961+09:00,982,37,2.81,29.7,64253,0.244
2023/6/20 11:24,2023-06-20T11:24:58.285+09:00,983,35,2.81,30.1,64859,0.232
2023/6/20 11:35,2023-06-20T11:35:08.126+09:00,984,35,2.81,30.1,65468,0.25
2023/6/20 11:45,2023-06-20T11:45:14.270+09:00,983,35,2.81,30,66073,0.25
2023/6/20 11:55,2023-06-20T11:55:20.528+09:00,983,36,2.81,30,66679,0.244
2023/6/20 12:05,2023-06-20T12:05:26.843+09:00,984,36,2.81,30.1,67284,0.238
2023/6/20 12:15,2023-06-20T12:15:33.077+09:00,983,36,2.81,30,67890,0.238
2023/6/20 12:25,2023-06-20T12:25:39.414+09:00,981,35,2.81,29.9,68495,0.25
2023/6/20 12:35,2023-06-20T12:35:45.510+09:00,981,35,2.81,29.6,69101,0.25
2023/6/20 12:45,2023-06-20T12:45:51.716+09:00,983,35,2.81,30,69706,0.25
2023/6/20 12:56,2023-06-20T12:56:01.567+09:00,979,34,2.81,29.8,70315,0.238
2023/6/20 13:06,2023-06-20T13:06:07.807+09:00,981,35,2.81,30.3,70921,0.25
2023/6/20 13:16,2023-06-20T13:16:14.599+09:00,984,34,2.81,30,71527,0.244
2023/6/20 13:26,2023-06-20T13:26:20.846+09:00,982,35,2.81,30.1,72133,0.238
2023/6/20 13:36,2023-06-20T13:36:27.099+09:00,984,36,2.81,30.1,72738,0.238
2023/6/20 13:46,2023-06-20T13:46:36.977+09:00,984,35,2.81,30,73347,0.25
2023/6/20 13:56,2023-06-20T13:56:43.100+09:00,981,35,2.81,29.7,73953,0.238
2023/6/20 14:06,2023-06-20T14:06:49.245+09:00,982,37,2.81,29.1,74558,0.244
2023/6/20 14:16,2023-06-20T14:16:55.408+09:00,982,38,2.81,28.8,75164,0.244
2023/6/20 14:27,2023-06-20T14:27:01.647+09:00,982,38,2.81,28.7,75769,0.269
2023/6/20 14:37,2023-06-20T14:37:07.888+09:00,984,39,2.81,28.3,76374,0.238
2023/6/20 14:47,2023-06-20T14:47:14.040+09:00,983,40,2.81,28,76980,0.244
2023/6/20 14:57,2023-06-20T14:57:20.217+09:00,982,42,2.81,27.9,77585,0.269
2023/6/20 15:07,2023-06-20T15:07:30.134+09:00,984,42,2.81,28.1,78195,0.244
2023/6/20 15:17,2023-06-20T15:17:39.884+09:00,979,41,2.81,28.1,78804,0.238
2023/6/20 15:27,2023-06-20T15:27:46.125+09:00,980,42,2.81,27.5,79409,0.244
2023/6/20 15:37,2023-06-20T15:37:52.286+09:00,982,44,2.81,27.1,80015,0.262
2023/6/20 15:47,2023-06-20T15:47:58.540+09:00,982,43,2.81,26.8,80620,0.238
2023/6/20 15:58,2023-06-20T15:58:11.156+09:00,979,44,2.81,26.3,81229,0.238
2023/6/20 16:08,2023-06-20T16:08:17.406+09:00,982,44,2.81,26,81838,0.25
2023/6/20 16:18,2023-06-20T16:18:23.658+09:00,981,46,2.81,25.7,82443,0.25
2023/6/20 16:28,2023-06-20T16:28:33.487+09:00,981,44,2.81,25.2,83052,0.244
2023/6/20 16:38,2023-06-20T16:38:39.719+09:00,980,46,2.81,25,83658,0.269
2023/6/20 16:48,2023-06-20T16:48:49.567+09:00,982,46,2.81,24.7,84267,0.244
2023/6/20 16:58,2023-06-20T16:58:55.799+09:00,981,47,2.81,24.7,84872,0.238
2023/6/20 17:09,2023-06-20T17:09:01.970+09:00,984,48,2.81,24.6,85478,0.25
2023/6/20 17:19,2023-06-20T17:19:08.122+09:00,984,48,2.81,24.4,86083,0.238
2023/6/20 17:29,2023-06-20T17:29:16.290+09:00,984,49,2.81,23.8,86691,0.256
2023/6/20 17:29,2023-06-20T17:29:38.687+09:00,982,49,2.81,23.6,16,0.25
2023/6/20 17:39,2023-06-20T17:39:44.857+09:00,981,49,2.81,23.6,621,0.238
2023/6/20 17:49,2023-06-20T17:49:51.015+09:00,984,50,2.81,23.4,1226,0.25
2023/6/20 17:59,2023-06-20T17:59:57.188+09:00,979,51,2.81,22.5,1832,0.238
2023/6/20 18:10,2023-06-20T18:10:07.171+09:00,983,54,2.81,21.5,2441,0.269
2023/6/20 18:20,2023-06-20T18:20:13.652+09:00,977,55,2.81,21.5,3047,0.244
2023/6/20 18:30,2023-06-20T18:30:19.901+09:00,981,56,2.81,21.3,3653,0.262
2023/6/20 18:40,2023-06-20T18:40:26.688+09:00,981,57,2.81,20.9,4259,0.269
2023/6/20 18:50,2023-06-20T18:50:33.326+09:00,979,59,2.81,20.3,4865,0.281
2023/6/20 19:00,2023-06-20T19:00:39.487+09:00,980,62,2.81,19.4,5470,0.262
2023/6/20 19:10,2023-06-20T19:10:45.800+09:00,979,65,2.81,18.6,6076,0.262
2023/6/20 19:20,2023-06-20T19:20:51.967+09:00,982,68,2.81,17.8,6681,0.269
2023/6/20 19:30,2023-06-20T19:30:58.133+09:00,980,71,2.81,17.1,7287,0.262
2023/6/20 19:41,2023-06-20T19:41:04.210+09:00,979,74,2.81,16.4,7892,0.281
2023/6/20 19:51,2023-06-20T19:51:10.381+09:00,978,78,2.81,16.1,8498,0.293
2023/6/20 20:01,2023-06-20T20:01:16.451+09:00,979,80,2.81,15.8,9103,0.25
2023/6/20 20:11,2023-06-20T20:11:22.605+09:00,977,77,2.81,15.2,9709,0.269
2023/6/20 20:21,2023-06-20T20:21:28.694+09:00,977,77,2.81,14.9,10314,0.287
2023/6/20 20:31,2023-06-20T20:31:34.851+09:00,977,78,2.81,14.4,10920,0.269
2023/6/20 20:41,2023-06-20T20:41:40.997+09:00,975,77,2.81,13.9,11525,0.275
2023/6/20 20:51,2023-06-20T20:51:49.158+09:00,976,79,2.81,13.7,12133,0.269
2023/6/20 21:01,2023-06-20T21:01:55.331+09:00,977,86,2.81,13.6,12738,0.262
2023/6/20 21:12,2023-06-20T21:12:05.093+09:00,978,81,2.81,13.5,13347,0.269
2023/6/20 21:22,2023-06-20T21:22:11.253+09:00,980,81,2.81,13.1,13953,0.262
2023/6/20 21:32,2023-06-20T21:32:17.332+09:00,980,87,2.81,13.1,14559,0.287
2023/6/20 21:42,2023-06-20T21:42:23.318+09:00,975,86,2.81,13.5,15164,0.262
2023/6/20 21:52,2023-06-20T21:52:33.078+09:00,980,83,2.81,13.3,15773,0.262
2023/6/20 22:02,2023-06-20T22:02:39.251+09:00,980,86,2.81,13.1,16379,0.281
2023/6/20 22:12,2023-06-20T22:12:45.489+09:00,979,83,2.81,12.8,16984,0.269
2023/6/20 22:22,2023-06-20T22:22:51.570+09:00,977,84,2.81,12.5,17590,0.281
2023/6/20 22:32,2023-06-20T22:32:57.822+09:00,976,85,2.81,12.1,18195,0.262
2023/6/20 22:43,2023-06-20T22:43:07.571+09:00,980,85,2.81,12.1,18804,0.287
2023/6/20 22:53,2023-06-20T22:53:13.650+09:00,979,86,2.81,11.9,19410,0.269
2023/6/20 23:03,2023-06-20T23:03:19.733+09:00,975,89,2.81,11.7,20015,0.262
2023/6/20 23:13,2023-06-20T23:13:25.888+09:00,975,84,2.81,11.8,20621,0.25
2023/6/20 23:23,2023-06-20T23:23:32.064+09:00,975,85,2.81,11.4,21226,0.262
2023/6/20 23:33,2023-06-20T23:33:41.741+09:00,981,85,2.81,11.2,21836,0.269
2023/6/20 23:43,2023-06-20T23:43:47.800+09:00,979,86,2.81,11.1,22441,0.281
2023/6/20 23:53,2023-06-20T23:53:54.132+09:00,980,86,2.81,11.1,23047,0.262
2023/6/21 0:04,2023-06-21T00:04:00.227+09:00,978,85,2.81,11,23652,0.269
2023/6/21 0:14,2023-06-21T00:14:09.888+09:00,979,85,2.81,10.7,24261,0.275
2023/6/21 0:24,2023-06-21T00:24:15.962+09:00,978,85,2.81,10.5,24867,0.287
2023/6/21 0:34,2023-06-21T00:34:22.070+09:00,977,87,2.81,10.4,25472,0.269
2023/6/21 0:44,2023-06-21T00:44:31.735+09:00,977,86,2.81,10.2,26081,0.25
2023/6/21 0:54,2023-06-21T00:54:37.820+09:00,977,89,2.81,10.1,26687,0.281
2023/6/21 1:04,2023-06-21T01:04:43.894+09:00,982,87,2.81,10.1,27292,0.25
2023/6/21 1:14,2023-06-21T01:14:49.970+09:00,980,88,2.81,10,27898,0.269
2023/6/21 1:24,2023-06-21T01:24:56.367+09:00,980,86,2.81,10,28503,0.269
2023/6/21 1:35,2023-06-21T01:35:02.519+09:00,978,88,2.81,9.7,29109,0.262
2023/6/21 1:45,2023-06-21T01:45:08.693+09:00,980,88,2.81,9.6,29715,0.262
2023/6/21 1:55,2023-06-21T01:55:18.447+09:00,977,90,2.81,9.7,30324,0.275
2023/6/21 2:05,2023-06-21T02:05:24.603+09:00,978,88,2.81,9.8,30929,0.281
2023/6/21 2:15,2023-06-21T02:15:30.599+09:00,980,87,2.81,9.7,31535,0.262
2023/6/21 2:25,2023-06-21T02:25:36.732+09:00,977,87,2.81,9.5,32140,0.287
2023/6/21 2:35,2023-06-21T02:35:42.858+09:00,978,88,2.81,9.4,32746,0.262
2023/6/21 2:45,2023-06-21T02:45:52.529+09:00,980,88,2.81,9.4,33355,0.262
2023/6/21 2:55,2023-06-21T02:55:58.607+09:00,978,88,2.81,9.4,33961,0.262
2023/6/21 3:06,2023-06-21T03:06:04.688+09:00,980,89,2.81,9.4,34566,0.269
2023/6/21 3:16,2023-06-21T03:16:10.768+09:00,975,90,2.81,9.4,35172,0.262
2023/6/21 3:26,2023-06-21T03:26:16.838+09:00,976,95,2.81,9.8,35777,0.25
2023/6/21 3:36,2023-06-21T03:36:23.010+09:00,978,94,2.81,10,36382,0.262
2023/6/21 3:46,2023-06-21T03:46:29.078+09:00,980,94,2.81,10,36988,0.275
2023/6/21 3:56,2023-06-21T03:56:37.240+09:00,977,95,2.81,10.2,37596,0.262
2023/6/21 4:06,2023-06-21T04:06:43.420+09:00,976,91,2.81,10.1,38201,0.25
2023/6/21 4:16,2023-06-21T04:16:53.098+09:00,979,91,2.81,9.7,38810,0.262
2023/6/21 4:26,2023-06-21T04:26:59.164+09:00,982,94,2.81,10,39416,0.269
2023/6/21 4:37,2023-06-21T04:37:05.327+09:00,979,99,2.81,10.7,40021,0.25
2023/6/21 4:47,2023-06-21T04:47:11.407+09:00,983,99,2.81,11.6,40627,0.25
2023/6/21 4:57,2023-06-21T04:57:17.566+09:00,982,99,2.81,12.7,41232,0.281
2023/6/21 5:07,2023-06-21T05:07:27.329+09:00,981,95,2.81,14,41841,0.269
2023/6/21 5:17,2023-06-21T05:17:33.477+09:00,984,90,2.81,15.2,42447,0.269
2023/6/21 5:27,2023-06-21T05:27:39.638+09:00,979,85,2.81,16,43052,0.238
2023/6/21 5:37,2023-06-21T05:37:45.821+09:00,984,82,2.81,17.2,43658,0.25
2023/6/21 5:47,2023-06-21T05:47:52.056+09:00,979,79,2.81,18.1,44264,0.238
2023/6/21 5:57,2023-06-21T05:57:58.208+09:00,979,76,2.81,18.4,44869,0.256
2023/6/21 6:08,2023-06-21T06:08:04.285+09:00,977,75,2.81,18.8,45475,0.269
2023/6/21 6:18,2023-06-21T06:18:10.456+09:00,982,73,2.81,19.9,46080,0.256
2023/6/21 6:28,2023-06-21T06:28:16.597+09:00,981,67,2.81,21.3,46686,0.25
2023/6/21 6:38,2023-06-21T06:38:22.943+09:00,984,64,2.81,22.2,47291,0.275
2023/6/21 6:48,2023-06-21T06:48:29.687+09:00,984,63,2.81,23.2,47897,0.269
2023/6/21 6:58,2023-06-21T06:58:35.816+09:00,982,60,2.81,24.1,48503,0.238
2023/6/21 7:08,2023-06-21T07:08:42.061+09:00,983,58,2.81,25.3,49108,0.262
2023/6/21 7:18,2023-06-21T07:18:48.213+09:00,981,55,2.81,26.1,49714,0.269
2023/6/21 7:28,2023-06-21T07:28:58.038+09:00,982,54,2.81,26.9,50323,0.238
2023/6/21 7:39,2023-06-21T07:39:04.211+09:00,983,52,2.81,27.5,50928,0.262
2023/6/21 7:49,2023-06-21T07:49:11.000+09:00,984,50,2.81,28.5,51535,0.238
2023/6/21 7:59,2023-06-21T07:59:17.168+09:00,982,48,2.81,29.3,52140,0.238
2023/6/21 8:09,2023-06-21T08:09:23.667+09:00,984,45,2.81,30.2,52745,0.232
2023/6/21 8:19,2023-06-21T08:19:33.727+09:00,984,44,2.81,30.9,53355,0.232
2023/6/21 8:29,2023-06-21T08:29:39.905+09:00,984,43,2.81,31.2,53961,0.238
2023/6/21 8:39,2023-06-21T08:39:46.136+09:00,983,43,2.81,31.7,54566,0.256
2023/6/21 8:49,2023-06-21T08:49:52.397+09:00,982,41,2.81,31.9,55171,0.244
2023/6/21 8:59,2023-06-21T08:59:58.935+09:00,982,39,2.81,32.5,55777,0.238
2023/6/21 9:10,2023-06-21T09:10:05.380+09:00,983,38,2.81,33.5,56383,0.25
2023/6/21 9:20,2023-06-21T09:20:11.407+09:00,981,36,2.81,33.6,56989,0.256
2023/6/21 9:30,2023-06-21T09:30:17.649+09:00,985,37,2.81,33.8,57594,0.25
2023/6/21 9:40,2023-06-21T09:40:24.065+09:00,985,36,2.81,34.8,58199,0.238
2023/6/21 9:50,2023-06-21T09:50:30.528+09:00,984,32,2.81,36.3,58805,0.238
2023/6/21 10:00,2023-06-21T10:00:36.776+09:00,985,33,2.81,35.9,59411,0.244
2023/6/21 10:10,2023-06-21T10:10:43.087+09:00,983,32,2.81,35.9,60016,0.238
2023/6/21 10:20,2023-06-21T10:20:51.405+09:00,984,31,2.81,36.5,60624,0.25
2023/6/21 10:30,2023-06-21T10:30:58.203+09:00,981,33,2.81,36.7,61230,0.232
2023/6/21 10:41,2023-06-21T10:41:04.452+09:00,982,35,2.81,35.1,61835,0.232
2023/6/21 10:51,2023-06-21T10:51:14.308+09:00,984,32,2.81,35.4,62444,0.232
2023/6/21 11:01,2023-06-21T11:01:24.138+09:00,983,32,2.81,36.7,63053,0.232
2023/6/21 11:11,2023-06-21T11:11:30.368+09:00,985,31,2.81,38.1,63659,0.238
2023/6/21 11:21,2023-06-21T11:21:36.703+09:00,984,29,2.81,37.8,64264,0.244
2023/6/21 11:31,2023-06-21T11:31:46.606+09:00,982,30,2.81,37.3,64874,0.232
2023/6/21 11:41,2023-06-21T11:41:52.934+09:00,983,28,2.81,37.7,65479,0.244
2023/6/21 11:51,2023-06-21T11:51:59.248+09:00,984,30,2.81,36.7,66085,0.232
2023/6/21 12:02,2023-06-21T12:02:05.694+09:00,982,31,2.81,35.9,66690,0.232
2023/6/21 12:12,2023-06-21T12:12:12.052+09:00,982,33,2.81,35.2,67296,0.25
2023/6/21 12:22,2023-06-21T12:22:18.369+09:00,984,32,2.81,35.3,67901,0.244
2023/6/21 12:32,2023-06-21T12:32:24.684+09:00,985,35,2.81,34.9,68507,0.232
2023/6/21 12:42,2023-06-21T12:42:30.777+09:00,984,34,2.81,35.1,69113,0.256
2023/6/21 12:52,2023-06-21T12:52:37.009+09:00,985,35,2.81,34.8,69718,0.25
2023/6/21 13:02,2023-06-21T13:02:43.254+09:00,982,34,2.81,34.4,70323,0.22
2023/6/21 13:12,2023-06-21T13:12:49.679+09:00,983,33,2.81,33.7,70929,0.232
2023/6/21 13:22,2023-06-21T13:22:56.375+09:00,980,33,2.81,34.7,71535,0.232
2023/6/21 13:33,2023-06-21T13:33:02.609+09:00,982,32,2.81,35.8,72140,0.244
2023/6/21 13:43,2023-06-21T13:43:08.937+09:00,983,32,2.81,36.5,72746,0.232
2023/6/21 13:53,2023-06-21T13:53:15.258+09:00,986,32,2.81,36.7,73351,0.226
2023/6/21 14:03,2023-06-21T14:03:21.487+09:00,985,32,2.81,36,73957,0.238
2023/6/21 14:13,2023-06-21T14:13:27.729+09:00,987,31,2.81,36.4,74562,0.22
2023/6/21 14:23,2023-06-21T14:23:33.975+09:00,982,31,2.81,36,75168,0.244
2023/6/21 14:33,2023-06-21T14:33:40.215+09:00,985,31,2.81,35.3,75773,0.238
2023/6/21 14:43,2023-06-21T14:43:46.452+09:00,982,31,2.81,35.5,76379,0.232
2023/6/21 14:53,2023-06-21T14:53:52.694+09:00,984,30,2.81,35.4,76984,0.244
2023/6/21 15:03,2023-06-21T15:03:58.946+09:00,985,32,2.81,34.8,77590,0.232
2023/6/21 15:14,2023-06-21T15:14:08.853+09:00,982,34,2.81,34,78199,0.25
2023/6/21 15:24,2023-06-21T15:24:15.646+09:00,985,35,2.81,33.6,78805,0.244
2023/6/21 15:34,2023-06-21T15:34:25.508+09:00,984,34,2.81,33.6,79414,0.226
2023/6/21 15:44,2023-06-21T15:44:35.650+09:00,984,34,2.81,33.6,80023,0.244
2023/6/21 15:54,2023-06-21T15:54:41.882+09:00,984,35,2.81,33.1,80629,0.25
2023/6/21 16:04,2023-06-21T16:04:48.212+09:00,984,35,2.81,32.6,81234,0.238
